date,home_team,away_team,market,selection,line,model_probability,fair_odds,min_odds_ev5,min_odds_ev10,min_odds_ev15,source_model,model_confidence,fiabilidad_pct,fiabilidad_nivel,model_regime,poisson_weight,notes
2026-06-22,France,Iraq,total_goals,Over,1.5,0.877,1.14,1.197,1.254,1.311,poisson_total_goals,low,42.9,BAJA,poisson_lean,0.8,
2026-06-22,France,Iraq,total_goals,Under,1.5,0.123,8.133,8.539,8.946,9.352,poisson_total_goals,low,42.9,BAJA,poisson_lean,0.8,
2026-06-22,France,Iraq,total_goals,Over,2.5,0.6777,1.476,1.549,1.623,1.697,ensemble_over25,low,42.9,BAJA,poisson_lean,0.8,
2026-06-22,France,Iraq,total_goals,Under,2.5,0.3223,3.103,3.258,3.413,3.568,ensemble_over25,low,42.9,BAJA,poisson_lean,0.8,
2026-06-22,France,Iraq,total_goals,Over,3.5,0.4907,2.038,2.14,2.242,2.344,poisson_total_goals,low,42.9,BAJA,poisson_lean,0.8,
2026-06-22,France,Iraq,total_goals,Under,3.5,0.5093,1.964,2.062,2.16,2.258,poisson_total_goals,low,42.9,BAJA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,btts,No,,0.5085,1.967,2.065,2.163,2.262,ensemble_btts,high,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,btts,Yes,,0.4915,2.035,2.136,2.238,2.34,ensemble_btts,high,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,clean_sheet,Algeria No,,0.6416,1.559,1.637,1.715,1.792,poisson_opponent_goals_zero,derived,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,clean_sheet,Algeria Yes,,0.3584,2.79,2.929,3.069,3.208,poisson_opponent_goals_zero,derived,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,clean_sheet,Jordan No,,0.7717,1.296,1.361,1.425,1.49,poisson_opponent_goals_zero,derived,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,clean_sheet,Jordan Yes,,0.2283,4.38,4.599,4.818,5.037,poisson_opponent_goals_zero,derived,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,double_chance,Algeria or Draw,,0.7441,1.344,1.411,1.478,1.545,derived_from_1x2,high,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,double_chance,Jordan or Algeria,,0.7348,1.361,1.429,1.497,1.565,derived_from_1x2,high,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,double_chance,Jordan or Draw,,0.5211,1.919,2.015,2.111,2.207,derived_from_1x2,high,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,draw_no_bet,Algeria,,0.6517,1.534,1.611,1.688,1.765,derived_from_1x2,high,55.6,MEDIA,poisson_lean,0.8,Probabilidad condicionada a que no haya empate; empate void.
2026-06-22,Jordan,Algeria,draw_no_bet,Jordan,,0.3483,2.871,3.015,3.159,3.302,derived_from_1x2,high,55.6,MEDIA,poisson_lean,0.8,Probabilidad condicionada a que no haya empate; empate void.
2026-06-22,Jordan,Algeria,h2h,Algeria,,0.4789,2.088,2.193,2.297,2.401,ensemble_1x2,high,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,h2h,Draw,,0.2652,3.771,3.959,4.148,4.336,ensemble_1x2,high,55.6,MEDIA,poisson_lean,0.8,No usar como apuesta core hasta recalibrar empates.
2026-06-22,Jordan,Algeria,h2h,Jordan,,0.2559,3.908,4.103,4.299,4.494,ensemble_1x2,high,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,team_goals,Algeria Over,0.5,0.7717,1.296,1.361,1.425,1.49,poisson_away_goals,derived,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,team_goals,Algeria Under,0.5,0.2283,4.38,4.599,4.818,5.037,poisson_away_goals,derived,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,team_goals,Jordan Over,0.5,0.6416,1.559,1.637,1.715,1.792,poisson_home_goals,derived,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,team_goals,Jordan Under,0.5,0.3584,2.79,2.929,3.069,3.208,poisson_home_goals,derived,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,team_goals,Algeria Over,1.5,0.4344,2.302,2.417,2.532,2.647,poisson_away_goals,derived,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,team_goals,Algeria Under,1.5,0.5656,1.768,1.857,1.945,2.033,poisson_away_goals,derived,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,team_goals,Jordan Over,1.5,0.2738,3.652,3.835,4.017,4.2,poisson_home_goals,derived,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,team_goals,Jordan Under,1.5,0.7262,1.377,1.446,1.515,1.584,poisson_home_goals,derived,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,team_goals,Algeria Over,2.5,0.1854,5.394,5.663,5.933,6.203,poisson_away_goals,derived,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,team_goals,Algeria Under,2.5,0.8146,1.228,1.289,1.35,1.412,poisson_away_goals,derived,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,team_goals,Jordan Over,2.5,0.0851,11.745,12.332,12.919,13.506,poisson_home_goals,derived,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,team_goals,Jordan Under,2.5,0.9149,1.093,1.148,1.202,1.257,poisson_home_goals,derived,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,total_corners,Over,8.5,0.4548,2.199,2.309,2.419,2.529,poisson_approx_from_expected_corners,low,55.6,MEDIA,poisson_lean,0.8,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-22,Jordan,Algeria,total_corners,Under,8.5,0.5452,1.834,1.926,2.018,2.109,poisson_approx_from_expected_corners,low,55.6,MEDIA,poisson_lean,0.8,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-22,Jordan,Algeria,total_corners,Over,9.5,0.3264,3.064,3.217,3.371,3.524,poisson_approx_from_expected_corners,low,55.6,MEDIA,poisson_lean,0.8,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-22,Jordan,Algeria,total_corners,Under,9.5,0.6736,1.484,1.559,1.633,1.707,poisson_approx_from_expected_corners,low,55.6,MEDIA,poisson_lean,0.8,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-22,Jordan,Algeria,total_corners,Over,10.5,0.2192,4.561,4.789,5.017,5.246,poisson_approx_from_expected_corners,low,55.6,MEDIA,poisson_lean,0.8,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-22,Jordan,Algeria,total_corners,Under,10.5,0.7808,1.281,1.345,1.409,1.473,poisson_approx_from_expected_corners,low,55.6,MEDIA,poisson_lean,0.8,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-22,Jordan,Algeria,total_goals,Over,1.5,0.7133,1.402,1.472,1.542,1.612,poisson_total_goals,high,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,total_goals,Under,1.5,0.2867,3.488,3.663,3.837,4.011,poisson_total_goals,high,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,total_goals,Over,2.5,0.4511,2.217,2.328,2.438,2.549,ensemble_over25,high,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,total_goals,Under,2.5,0.5489,1.822,1.913,2.004,2.095,ensemble_over25,high,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,total_goals,Over,3.5,0.2431,4.114,4.32,4.526,4.731,poisson_total_goals,high,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Jordan,Algeria,total_goals,Under,3.5,0.7569,1.321,1.387,1.453,1.519,poisson_total_goals,high,55.6,MEDIA,poisson_lean,0.8,
2026-06-22,Norway,Senegal,btts,No,,0.512,1.953,2.051,2.148,2.246,ensemble_btts,high,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,btts,Yes,,0.488,2.049,2.152,2.254,2.357,ensemble_btts,high,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,clean_sheet,Norway No,,0.6023,1.66,1.743,1.826,1.909,poisson_opponent_goals_zero,derived,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,clean_sheet,Norway Yes,,0.3977,2.514,2.64,2.766,2.891,poisson_opponent_goals_zero,derived,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,clean_sheet,Senegal No,,0.8001,1.25,1.312,1.375,1.437,poisson_opponent_goals_zero,derived,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,clean_sheet,Senegal Yes,,0.1999,5.003,5.253,5.503,5.753,poisson_opponent_goals_zero,derived,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,double_chance,Norway or Draw,,0.7117,1.405,1.475,1.546,1.616,derived_from_1x2,medium,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,double_chance,Norway or Senegal,,0.8041,1.244,1.306,1.368,1.43,derived_from_1x2,medium,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,double_chance,Senegal or Draw,,0.484,2.066,2.169,2.273,2.376,derived_from_1x2,medium,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,draw_no_bet,Norway,,0.6416,1.559,1.637,1.714,1.792,derived_from_1x2,medium,46.8,BAJA,xgb_lean,0.25,Probabilidad condicionada a que no haya empate; empate void.
2026-06-22,Norway,Senegal,draw_no_bet,Senegal,,0.3584,2.79,2.93,3.069,3.209,derived_from_1x2,medium,46.8,BAJA,xgb_lean,0.25,Probabilidad condicionada a que no haya empate; empate void.
2026-06-22,Norway,Senegal,h2h,Draw,,0.1958,5.107,5.363,5.618,5.873,ensemble_1x2,medium,46.8,BAJA,xgb_lean,0.25,No usar como apuesta core hasta recalibrar empates.
2026-06-22,Norway,Senegal,h2h,Norway,,0.5159,1.938,2.035,2.132,2.229,ensemble_1x2,high,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,h2h,Senegal,,0.2882,3.47,3.643,3.817,3.99,ensemble_1x2,medium,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,team_goals,Norway Over,0.5,0.8001,1.25,1.312,1.375,1.437,poisson_home_goals,derived,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,team_goals,Norway Under,0.5,0.1999,5.003,5.253,5.503,5.753,poisson_home_goals,derived,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,team_goals,Senegal Over,0.5,0.6023,1.66,1.743,1.826,1.909,poisson_away_goals,derived,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,team_goals,Senegal Under,0.5,0.3977,2.514,2.64,2.766,2.891,poisson_away_goals,derived,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,team_goals,Norway Over,1.5,0.4783,2.091,2.195,2.3,2.404,poisson_home_goals,derived,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,team_goals,Norway Under,1.5,0.5217,1.917,2.013,2.108,2.204,poisson_home_goals,derived,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,team_goals,Senegal Over,1.5,0.2356,4.245,4.457,4.669,4.882,poisson_away_goals,derived,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,team_goals,Senegal Under,1.5,0.7644,1.308,1.374,1.439,1.504,poisson_away_goals,derived,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,team_goals,Norway Over,2.5,0.2192,4.561,4.79,5.018,5.246,poisson_home_goals,derived,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,team_goals,Norway Under,2.5,0.7808,1.281,1.345,1.409,1.473,poisson_home_goals,derived,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,team_goals,Senegal Over,2.5,0.0665,15.031,15.783,16.534,17.286,poisson_away_goals,derived,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,team_goals,Senegal Under,2.5,0.9335,1.071,1.125,1.178,1.232,poisson_away_goals,derived,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,total_corners,Over,8.5,0.3587,2.788,2.927,3.066,3.206,poisson_approx_from_expected_corners,low,46.8,BAJA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-22,Norway,Senegal,total_corners,Under,8.5,0.6413,1.559,1.637,1.715,1.793,poisson_approx_from_expected_corners,low,46.8,BAJA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-22,Norway,Senegal,total_corners,Over,9.5,0.241,4.149,4.357,4.564,4.772,poisson_approx_from_expected_corners,low,46.8,BAJA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-22,Norway,Senegal,total_corners,Under,9.5,0.759,1.318,1.383,1.449,1.515,poisson_approx_from_expected_corners,low,46.8,BAJA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-22,Norway,Senegal,total_corners,Over,10.5,0.151,6.624,6.956,7.287,7.618,poisson_approx_from_expected_corners,low,46.8,BAJA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-22,Norway,Senegal,total_corners,Under,10.5,0.849,1.178,1.237,1.296,1.354,poisson_approx_from_expected_corners,low,46.8,BAJA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-22,Norway,Senegal,total_goals,Over,1.5,0.7192,1.39,1.46,1.529,1.599,poisson_total_goals,medium,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,total_goals,Under,1.5,0.2808,3.561,3.739,3.917,4.096,poisson_total_goals,medium,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,total_goals,Over,2.5,0.5074,1.971,2.069,2.168,2.266,ensemble_over25,medium,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,total_goals,Under,2.5,0.4926,2.03,2.132,2.233,2.335,ensemble_over25,medium,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,total_goals,Over,3.5,0.2493,4.011,4.212,4.413,4.613,poisson_total_goals,medium,46.8,BAJA,xgb_lean,0.25,
2026-06-22,Norway,Senegal,total_goals,Under,3.5,0.7507,1.332,1.399,1.465,1.532,poisson_total_goals,medium,46.8,BAJA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,btts,No,,0.5261,1.901,1.996,2.091,2.186,ensemble_btts,high,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,btts,Yes,,0.4739,2.11,2.216,2.321,2.427,ensemble_btts,high,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,clean_sheet,Colombia No,,0.5582,1.791,1.881,1.97,2.06,poisson_opponent_goals_zero,derived,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,clean_sheet,Colombia Yes,,0.4418,2.264,2.377,2.49,2.603,poisson_opponent_goals_zero,derived,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,clean_sheet,DR Congo No,,0.859,1.164,1.222,1.281,1.339,poisson_opponent_goals_zero,derived,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,clean_sheet,DR Congo Yes,,0.141,7.092,7.447,7.801,8.156,poisson_opponent_goals_zero,derived,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,double_chance,Colombia or DR Congo,,0.7873,1.27,1.334,1.397,1.461,derived_from_1x2,medium,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,double_chance,Colombia or Draw,,0.8915,1.122,1.178,1.234,1.29,derived_from_1x2,high,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,double_chance,DR Congo or Draw,,0.3212,3.113,3.269,3.425,3.58,derived_from_1x2,medium,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,draw_no_bet,Colombia,,0.8622,1.16,1.218,1.276,1.334,derived_from_1x2,medium,51.2,MEDIA,xgb_lean,0.25,Probabilidad condicionada a que no haya empate; empate void.
2026-06-23,Colombia,DR Congo,draw_no_bet,DR Congo,,0.1378,7.256,7.619,7.982,8.345,derived_from_1x2,medium,51.2,MEDIA,xgb_lean,0.25,Probabilidad condicionada a que no haya empate; empate void.
2026-06-23,Colombia,DR Congo,h2h,Colombia,,0.6788,1.473,1.547,1.621,1.694,ensemble_1x2,high,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,h2h,DR Congo,,0.1085,9.217,9.677,10.138,10.599,ensemble_1x2,medium,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,h2h,Draw,,0.2127,4.701,4.937,5.172,5.407,ensemble_1x2,high,51.2,MEDIA,xgb_lean,0.25,No usar como apuesta core hasta recalibrar empates.
2026-06-23,Colombia,DR Congo,team_goals,Colombia Over,0.5,0.859,1.164,1.222,1.281,1.339,poisson_home_goals,derived,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,team_goals,Colombia Under,0.5,0.141,7.092,7.447,7.801,8.156,poisson_home_goals,derived,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,team_goals,DR Congo Over,0.5,0.5582,1.791,1.881,1.97,2.06,poisson_away_goals,derived,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,team_goals,DR Congo Under,0.5,0.4418,2.264,2.377,2.49,2.603,poisson_away_goals,derived,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,team_goals,Colombia Over,1.5,0.5828,1.716,1.802,1.887,1.973,poisson_home_goals,derived,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,team_goals,Colombia Under,1.5,0.4172,2.397,2.517,2.637,2.756,poisson_home_goals,derived,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,team_goals,DR Congo Over,1.5,0.1973,5.068,5.321,5.574,5.828,poisson_away_goals,derived,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,team_goals,DR Congo Under,1.5,0.8027,1.246,1.308,1.37,1.433,poisson_away_goals,derived,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,team_goals,Colombia Over,2.5,0.3122,3.203,3.363,3.523,3.683,poisson_home_goals,derived,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,team_goals,Colombia Under,2.5,0.6878,1.454,1.527,1.599,1.672,poisson_home_goals,derived,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,team_goals,DR Congo Over,2.5,0.0499,20.041,21.043,22.045,23.047,poisson_away_goals,derived,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,team_goals,DR Congo Under,2.5,0.9501,1.053,1.105,1.158,1.21,poisson_away_goals,derived,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,total_corners,Over,8.5,0.8397,1.191,1.251,1.31,1.37,poisson_approx_from_expected_corners,low,51.2,MEDIA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-23,Colombia,DR Congo,total_corners,Under,8.5,0.1603,6.237,6.549,6.86,7.172,poisson_approx_from_expected_corners,low,51.2,MEDIA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-23,Colombia,DR Congo,total_corners,Over,9.5,0.7505,1.332,1.399,1.466,1.532,poisson_approx_from_expected_corners,low,51.2,MEDIA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-23,Colombia,DR Congo,total_corners,Under,9.5,0.2495,4.009,4.209,4.41,4.61,poisson_approx_from_expected_corners,low,51.2,MEDIA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-23,Colombia,DR Congo,total_corners,Over,10.5,0.6443,1.552,1.63,1.707,1.785,poisson_approx_from_expected_corners,low,51.2,MEDIA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-23,Colombia,DR Congo,total_corners,Under,10.5,0.3557,2.812,2.952,3.093,3.233,poisson_approx_from_expected_corners,low,51.2,MEDIA,xgb_lean,0.25,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-23,Colombia,DR Congo,total_goals,Over,1.5,0.7648,1.308,1.373,1.438,1.504,poisson_total_goals,high,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,total_goals,Under,1.5,0.2352,4.252,4.464,4.677,4.89,poisson_total_goals,high,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,total_goals,Over,2.5,0.4994,2.002,2.103,2.203,2.303,ensemble_over25,high,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,total_goals,Under,2.5,0.5006,1.998,2.097,2.197,2.297,ensemble_over25,high,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,total_goals,Over,3.5,0.3027,3.303,3.468,3.634,3.799,poisson_total_goals,high,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,Colombia,DR Congo,total_goals,Under,3.5,0.6973,1.434,1.506,1.578,1.649,poisson_total_goals,high,51.2,MEDIA,xgb_lean,0.25,
2026-06-23,England,Ghana,btts,No,,0.5596,1.787,1.876,1.966,2.055,ensemble_btts,high,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,btts,Yes,,0.4404,2.271,2.384,2.498,2.611,ensemble_btts,high,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,clean_sheet,England No,,0.4572,2.187,2.297,2.406,2.515,poisson_opponent_goals_zero,derived,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,clean_sheet,England Yes,,0.5428,1.842,1.934,2.027,2.119,poisson_opponent_goals_zero,derived,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,clean_sheet,Ghana No,,0.944,1.059,1.112,1.165,1.218,poisson_opponent_goals_zero,derived,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,clean_sheet,Ghana Yes,,0.056,17.868,18.761,19.655,20.548,poisson_opponent_goals_zero,derived,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,double_chance,England or Draw,,0.9511,1.051,1.104,1.157,1.209,derived_from_1x2,high,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,double_chance,England or Ghana,,0.8971,1.115,1.17,1.226,1.282,derived_from_1x2,high,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,double_chance,Ghana or Draw,,0.1518,6.588,6.917,7.246,7.576,derived_from_1x2,high,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,draw_no_bet,England,,0.9455,1.058,1.111,1.163,1.216,derived_from_1x2,high,50.9,MEDIA,blend,0.6442,Probabilidad condicionada a que no haya empate; empate void.
2026-06-23,England,Ghana,draw_no_bet,Ghana,,0.0545,18.346,19.263,20.18,21.097,derived_from_1x2,high,50.9,MEDIA,blend,0.6442,Probabilidad condicionada a que no haya empate; empate void.
2026-06-23,England,Ghana,h2h,Draw,,0.1029,9.718,10.204,10.69,11.176,ensemble_1x2,high,50.9,MEDIA,blend,0.6442,No usar como apuesta core hasta recalibrar empates.
2026-06-23,England,Ghana,h2h,England,,0.8482,1.179,1.238,1.297,1.356,ensemble_1x2,high,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,h2h,Ghana,,0.0489,20.45,21.472,22.495,23.517,ensemble_1x2,high,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,team_goals,England Over,0.5,0.944,1.059,1.112,1.165,1.218,poisson_home_goals,derived,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,team_goals,England Under,0.5,0.056,17.868,18.761,19.655,20.548,poisson_home_goals,derived,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,team_goals,Ghana Over,0.5,0.4572,2.187,2.297,2.406,2.515,poisson_away_goals,derived,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,team_goals,Ghana Under,0.5,0.5428,1.842,1.934,2.027,2.119,poisson_away_goals,derived,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,team_goals,England Over,1.5,0.7827,1.278,1.342,1.405,1.469,poisson_home_goals,derived,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,team_goals,England Under,1.5,0.2173,4.602,4.832,5.062,5.292,poisson_home_goals,derived,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,team_goals,Ghana Over,1.5,0.1255,7.966,8.364,8.762,9.161,poisson_away_goals,derived,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,team_goals,Ghana Under,1.5,0.8745,1.144,1.201,1.258,1.315,poisson_away_goals,derived,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,team_goals,England Over,2.5,0.5501,1.818,1.909,2.0,2.091,poisson_home_goals,derived,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,team_goals,England Under,2.5,0.4499,2.223,2.334,2.445,2.556,poisson_home_goals,derived,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,team_goals,Ghana Over,2.5,0.0242,41.295,43.36,45.425,47.49,poisson_away_goals,derived,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,team_goals,Ghana Under,2.5,0.9758,1.025,1.076,1.127,1.179,poisson_away_goals,derived,50.9,MEDIA,blend,0.6442,
2026-06-23,England,Ghana,total_corners,Over,8.5,0.5613,1.781,1.87,1.96,2.049,poisson_approx_from_expected_corners,low,50.9,MEDIA,blend,0.6442,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-23,England,Ghana,total_corners,Under,8.5,0.4387,2.28,2.394,2.508,2.622,poisson_approx_from_expected_corners,low,50.9,MEDIA,blend,0.6442,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-23,England,Ghana,total_corners,Over,9.5,0.4297,2.327,2.443,2.56,2.676,poisson_approx_from_expected_corners,low,50.9,MEDIA,blend,0.6442,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-23,England,Ghana,total_corners,Under,9.5,0.5703,1.754,1.841,1.929,2.017,poisson_approx_from_expected_corners,low,50.9,MEDIA,blend,0.6442,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-23,England,Ghana,total_corners,Over,10.5,0.3095,3.231,3.392,3.554,3.715,poisson_approx_from_expected_corners,low,50.9,MEDIA,blend,0.6442,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
2026-06-23,England,Ghana,total_corners,Under,10.5,0.6905,1.448,1.521,1.593,1.666,poisson_approx_from_expected_corners,low,50.9,MEDIA,blend,0.6442,"Aproximacion: corners tienen sobredispersion; usar como radar, no como apuesta core."
