model_variant,home_team,away_team,mercado,seleccion,cuota,prob_modelo,ev_pct,win,profit,resultado_real
ensemble_calibrated,Morocco,Portugal,1X2-H,Morocco,5.88,0.1458,-14.26,True,4.88,1-0
xgb_clean,Morocco,Portugal,1X2-A,Portugal,1.71,0.4738,-18.98,False,-1.0,1-0
poisson_dixon_coles,Morocco,Portugal,1X2-A,Portugal,1.71,0.5946,1.68,False,-1.0,1-0
ensemble_raw,Morocco,Portugal,1X2-A,Portugal,1.71,0.5611,-4.05,False,-1.0,1-0
ensemble_calibrated,Morocco,Portugal,1X2-A,Portugal,1.71,0.6168,5.47,False,-1.0,1-0
xgb_clean,Morocco,Portugal,1X2-D,Draw,3.7,0.2757,2.01,False,-1.0,1-0
poisson_dixon_coles,Morocco,Portugal,1X2-D,Draw,3.7,0.2289,-15.31,False,-1.0,1-0
ensemble_raw,Morocco,Portugal,1X2-D,Draw,3.7,0.2419,-10.51,False,-1.0,1-0
ensemble_calibrated,Morocco,Portugal,1X2-D,Draw,3.7,0.2374,-12.15,False,-1.0,1-0
xgb_clean,England,France,1X2-H,England,3.01,0.4028,21.23,False,-1.0,1-2
poisson_dixon_coles,England,France,1X2-H,England,3.01,0.3465,4.3,False,-1.0,1-2
ensemble_raw,England,France,1X2-H,England,3.01,0.3621,8.99,False,-1.0,1-2
ensemble_calibrated,England,France,1X2-H,England,3.01,0.351,5.64,False,-1.0,1-2
xgb_clean,England,France,1X2-A,France,2.7,0.3298,-10.94,True,1.7,1-2
poisson_dixon_coles,England,France,1X2-A,France,2.7,0.3721,0.47,True,1.7,1-2
ensemble_raw,England,France,1X2-A,France,2.7,0.3604,-2.7,True,1.7,1-2
ensemble_calibrated,England,France,1X2-A,France,2.7,0.3278,-11.49,True,1.7,1-2
xgb_clean,England,France,1X2-D,Draw,3.13,0.2674,-16.3,False,-1.0,1-2
poisson_dixon_coles,England,France,1X2-D,Draw,3.13,0.2814,-11.92,False,-1.0,1-2
ensemble_raw,England,France,1X2-D,Draw,3.13,0.2775,-13.14,False,-1.0,1-2
ensemble_calibrated,England,France,1X2-D,Draw,3.13,0.3212,0.54,False,-1.0,1-2
xgb_clean,Argentina,Croatia,1X2-H,Argentina,1.99,0.6668,32.7,True,0.99,3-0
poisson_dixon_coles,Argentina,Croatia,1X2-H,Argentina,1.99,0.5585,11.14,True,0.99,3-0
ensemble_raw,Argentina,Croatia,1X2-H,Argentina,1.99,0.5885,17.12,True,0.99,3-0
ensemble_calibrated,Argentina,Croatia,1X2-H,Argentina,1.99,0.5487,9.19,True,0.99,3-0
xgb_clean,Argentina,Croatia,1X2-A,Croatia,4.95,0.1225,-39.37,False,-1.0,3-0
poisson_dixon_coles,Argentina,Croatia,1X2-A,Croatia,4.95,0.1963,-2.83,False,-1.0,3-0
ensemble_raw,Argentina,Croatia,1X2-A,Croatia,4.95,0.1758,-12.96,False,-1.0,3-0
ensemble_calibrated,Argentina,Croatia,1X2-A,Croatia,4.95,0.2126,5.24,False,-1.0,3-0
xgb_clean,Argentina,Croatia,1X2-D,Draw,3.18,0.2107,-33.0,False,-1.0,3-0
poisson_dixon_coles,Argentina,Croatia,1X2-D,Draw,3.18,0.2452,-22.03,False,-1.0,3-0
ensemble_raw,Argentina,Croatia,1X2-D,Draw,3.18,0.2356,-25.07,False,-1.0,3-0
ensemble_calibrated,Argentina,Croatia,1X2-D,Draw,3.18,0.2387,-24.1,False,-1.0,3-0
xgb_clean,France,Morocco,1X2-H,France,1.58,0.4942,-21.91,True,0.58,2-0
poisson_dixon_coles,France,Morocco,1X2-H,France,1.58,0.4426,-30.07,True,0.58,2-0
ensemble_raw,France,Morocco,1X2-H,France,1.58,0.4569,-27.81,True,0.58,2-0
ensemble_calibrated,France,Morocco,1X2-H,France,1.58,0.4058,-35.89,True,0.58,2-0
xgb_clean,France,Morocco,1X2-A,Morocco,7.15,0.2057,47.08,False,-1.0,2-0
poisson_dixon_coles,France,Morocco,1X2-A,Morocco,7.15,0.2747,96.41,False,-1.0,2-0
ensemble_raw,France,Morocco,1X2-A,Morocco,7.15,0.2556,82.73,False,-1.0,2-0
ensemble_calibrated,France,Morocco,1X2-A,Morocco,7.15,0.2631,88.13,False,-1.0,2-0
xgb_clean,France,Morocco,1X2-D,Draw,4.0,0.3001,20.03,False,-1.0,2-0
poisson_dixon_coles,France,Morocco,1X2-D,Draw,4.0,0.2827,13.08,False,-1.0,2-0
ensemble_raw,France,Morocco,1X2-D,Draw,4.0,0.2875,15.01,False,-1.0,2-0
ensemble_calibrated,France,Morocco,1X2-D,Draw,4.0,0.3311,32.44,False,-1.0,2-0
xgb_clean,Croatia,Morocco,1X2-H,Croatia,2.4,0.4191,0.6,True,1.4,2-1
poisson_dixon_coles,Croatia,Morocco,1X2-H,Croatia,2.4,0.3398,-18.45,True,1.4,2-1
ensemble_raw,Croatia,Morocco,1X2-H,Croatia,2.4,0.3618,-13.16,True,1.4,2-1
ensemble_calibrated,Croatia,Morocco,1X2-H,Croatia,2.4,0.351,-15.77,True,1.4,2-1
xgb_clean,Croatia,Morocco,1X2-A,Morocco,3.05,0.3204,-2.29,False,-1.0,2-1
poisson_dixon_coles,Croatia,Morocco,1X2-A,Morocco,3.05,0.3483,6.23,False,-1.0,2-1
ensemble_raw,Croatia,Morocco,1X2-A,Morocco,3.05,0.3406,3.88,False,-1.0,2-1
ensemble_calibrated,Croatia,Morocco,1X2-A,Morocco,3.05,0.3278,-0.02,False,-1.0,2-1
xgb_clean,Croatia,Morocco,1X2-D,Draw,3.54,0.2605,-7.79,False,-1.0,2-1
poisson_dixon_coles,Croatia,Morocco,1X2-D,Draw,3.54,0.3118,10.38,False,-1.0,2-1
ensemble_raw,Croatia,Morocco,1X2-D,Draw,3.54,0.2976,5.35,False,-1.0,2-1
ensemble_calibrated,Croatia,Morocco,1X2-D,Draw,3.54,0.3212,13.71,False,-1.0,2-1
xgb_clean,Croatia,Morocco,Over2.5,Over,1.93,0.4435,-14.41,True,0.93,2-1
poisson_dixon_coles,Croatia,Morocco,Over2.5,Over,1.93,0.3629,-29.96,True,0.93,2-1
ensemble_raw,Croatia,Morocco,Over2.5,Over,1.93,0.3852,-25.65,True,0.93,2-1
ensemble_calibrated,Croatia,Morocco,Over2.5,Over,1.93,0.3852,-25.65,True,0.93,2-1
xgb_clean,Croatia,Morocco,Under2.5,Under,1.98,0.5565,10.19,False,-1.0,2-1
poisson_dixon_coles,Croatia,Morocco,Under2.5,Under,1.98,0.6371,26.15,False,-1.0,2-1
ensemble_raw,Croatia,Morocco,Under2.5,Under,1.98,0.6148,21.72,False,-1.0,2-1
ensemble_calibrated,Croatia,Morocco,Under2.5,Under,1.98,0.6148,21.72,False,-1.0,2-1
xgb_clean,Argentina,France,1X2-H,Argentina,2.73,0.3874,5.77,False,-1.0,3-3
poisson_dixon_coles,Argentina,France,1X2-H,Argentina,2.73,0.3405,-7.04,False,-1.0,3-3
ensemble_raw,Argentina,France,1X2-H,Argentina,2.73,0.3535,-3.48,False,-1.0,3-3
ensemble_calibrated,Argentina,France,1X2-H,Argentina,2.73,0.3278,-10.52,False,-1.0,3-3
xgb_clean,Argentina,France,1X2-A,France,2.89,0.3683,6.45,False,-1.0,3-3
poisson_dixon_coles,Argentina,France,1X2-A,France,2.89,0.3871,11.87,False,-1.0,3-3
ensemble_raw,Argentina,France,1X2-A,France,2.89,0.3819,10.38,False,-1.0,3-3
ensemble_calibrated,Argentina,France,1X2-A,France,2.89,0.3964,14.56,False,-1.0,3-3
xgb_clean,Argentina,France,1X2-D,Draw,3.27,0.2442,-20.14,True,2.27,3-3
poisson_dixon_coles,Argentina,France,1X2-D,Draw,3.27,0.2723,-10.96,True,2.27,3-3
ensemble_raw,Argentina,France,1X2-D,Draw,3.27,0.2645,-13.5,True,2.27,3-3
ensemble_calibrated,Argentina,France,1X2-D,Draw,3.27,0.2759,-9.79,True,2.27,3-3
